INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
Fayetteville State University,NC,35.073640999999995,-78.891696,12.0,5249.0,16857.0,0.3533,944.0,75.0,0.9263984298331698,0.18984094407388405,0.7702152414194299,0.7407628128724673,11053.0
Gardner-Webb University,NC,35.24732,-81.668141,32.0,32000.0,32000.0,0.5294,833.0,28.0,0.967479674796748,0.7408927655207799,0.4927283304246655,0.20917759237187128,32000.0
Greensboro College,NC,36.071082000000004,-79.800232,11.0,29140.0,29140.0,0.3991,168.0,9.0,0.9491525423728814,0.6885582349923037,0.7044793484584061,0.5035756853396901,29140.0
Guilford College,NC,36.094233,-79.887737,11.0,37120.0,37120.0,0.5934,533.0,34.0,0.9400352733686067,0.8214468958440225,0.3775450843513671,0.6203814064362336,37120.0
Heritage Bible College,NC,35.307368,-78.664393,41.0,8328.0,8328.0,0.5,12.0,2.0,0.8571428571428571,0.11441765007696254,0.5386852821407795,0.933253873659118,8328.0
High Point University,NC,35.972035,-79.994675,12.0,35118.0,35118.0,0.6457,53.0,2.0,0.9636363636363636,0.7952796305797845,0.2879581151832461,0.27532777115613827,35118.0
Johnson C Smith University,NC,35.243033000000004,-80.857251,11.0,18236.0,18236.0,0.3577,290.0,16.0,0.9477124183006536,0.4853771164699846,0.7643979057591623,0.5226460071513707,18236.0
Lees-McRae College,NC,36.162477,-81.87337099999999,42.0,25878.0,25878.0,0.3736,270.0,10.0,0.9642857142857143,0.629040533606978,0.7417102966841187,0.2634088200238379,25878.0
Lenoir-Rhyne University,NC,35.739968,-81.327598,13.0,36400.0,36400.0,0.5015,349.0,12.0,0.9667590027700831,0.8106721395587481,0.5369400814426992,0.22169249106078665,36400.0
Livingstone College,NC,35.670877000000004,-80.483956,22.0,18296.0,18296.0,0.2408,235.0,8.0,0.9670781893004116,0.4884556182657773,0.900523560209424,0.2169249106078665,18296.0
Mars Hill University,NC,35.82752,-82.551827,21.0,32968.0,32968.0,0.3899,277.0,10.0,0.9651567944250871,0.7583376090302719,0.7207678883071553,0.24910607866507747,32968.0
Meredith College,NC,35.799351,-78.689995,11.0,37176.0,37176.0,0.6133,374.0,21.0,0.9468354430379747,0.822986146741919,0.341477603257708,0.533373063170441,37176.0
Methodist University,NC,35.135058,-78.874426,12.0,33852.0,33852.0,0.3632,182.0,5.0,0.9732620320855615,0.7742432016418677,0.7591623036649214,0.1299165673420739,33852.0
Platt College-Miller-Motte-Wilmington,NC,34.242761,-77.882359,12.0,,,0.3668,824.0,134.0,0.860125260960334,,0.7527632344386271,0.930870083432658,
Montreat College,NC,35.646577,-82.2976,21.0,26920.0,26920.0,0.4271,162.0,10.0,0.9418604651162791,0.6469984607491021,0.6660849331006399,0.5971394517282479,26920.0
University of Mount Olive,NC,35.208166,-78.069388,31.0,20600.0,20600.0,0.4684,748.0,44.0,0.9444444444444444,0.5402770651616213,0.5951134380453752,0.566746126340882,20600.0
North Carolina A & T State University,NC,36.07282,-79.773375,11.0,6612.0,19822.0,0.5274,721.0,28.0,0.9626168224299065,0.2863006670087224,0.4956369982547993,0.29499404052443384,13217.0
University of North Carolina at Asheville,NC,35.617067999999996,-82.565392,13.0,7145.0,23868.0,0.6341,736.0,61.0,0.9234629861982434,0.3842996408414572,0.3112274578243165,0.7568533969010727,15506.5
University of North Carolina at Chapel Hill,NC,35.911769,-79.050969,13.0,8987.0,35170.0,0.8934,3718.0,195.0,0.9501661129568106,0.564391995895331,0.03723094822571262,0.4856972586412396,22078.5
University of North Carolina at Charlotte,NC,35.306022,-80.730919,11.0,6853.0,20287.0,0.5896,4699.0,227.0,0.9539179861956963,0.31144176500769627,0.38394415357766143,0.42789034564958284,13570.0
University of North Carolina at Greensboro,NC,36.068236,-79.809414,11.0,7331.0,22490.0,0.5348,3266.0,171.0,0.9502473086994472,0.3642893791688045,0.4810936591041303,0.4827175208581645,14910.5
North Carolina Central University,NC,35.974237,-78.898602,11.0,6464.0,19171.0,0.4585,1273.0,49.0,0.9629349470499243,0.2637249871729092,0.6166375799883653,0.2860548271752086,12817.5
University of North Carolina School of the Arts,NC,36.076183,-80.235672,12.0,9371.0,25514.0,0.7267,189.0,9.0,0.9545454545454546,0.4504874294510005,0.17859220477021523,0.4195470798569726,17442.5
North Carolina State University at Raleigh,NC,35.785111,-78.67451700000001,11.0,9101.0,28444.0,0.8062,4832.0,200.0,0.9602543720190779,0.5053873781426372,0.10063990692262943,0.33253873659118,18772.5
North Carolina Wesleyan College,NC,36.019665,-77.77398199999999,13.0,30750.0,30750.0,0.2941,435.0,27.0,0.9415584415584416,0.7172909184197024,0.8464223385689355,0.6030989272943981,30750.0
University of North Carolina Wilmington,NC,34.225223,-77.875527,12.0,7091.0,21156.0,0.7279,2703.0,162.0,0.9434554973821989,0.33555669574140584,0.17568353694008143,0.5768772348033373,14123.5
William Peace University,NC,35.789139,-78.637697,11.0,30500.0,30500.0,0.3733,178.0,13.0,0.9319371727748691,0.7147255002565418,0.7422920302501455,0.6978545887961859,30500.0
University of North Carolina at Pembroke,NC,34.688313,-79.200347,32.0,3418.0,7418.0,0.4069,1015.0,70.0,0.9354838709677419,0.03745510518214469,0.6934264107038977,0.6704410011918951,5418.0
Pfeiffer University,NC,35.484696,-80.283168,42.0,30234.0,30234.0,0.4306,241.0,10.0,0.9601593625498008,0.7095946639302206,0.6608493310063991,0.33492252681764006,30234.0
Queens University of Charlotte,NC,35.189051,-80.83350899999999,11.0,34684.0,34684.0,0.5309,415.0,28.0,0.9367945823927766,0.788609543355567,0.4886561954624782,0.6573301549463647,34684.0
Mid-Atlantic Christian University,NC,36.304673,-76.217139,32.0,15300.0,15300.0,0.2778,16.0,2.0,0.8888888888888888,0.3786557208825038,0.8685282140779523,0.8921334922526818,15300.0
Saint Augustine's University,NC,35.785468,-78.621301,11.0,17890.0,17890.0,0.3083,225.0,6.0,0.974025974025974,0.47255002565418164,0.8307155322862129,0.11859356376638856,17890.0
Salem College,NC,36.086271,-80.241297,12.0,29166.0,29166.0,0.6047,220.0,16.0,0.9322033898305084,0.689584402257568,0.35369400814426993,0.6954707985697258,29166.0
Shaw University,NC,35.771181,-78.637693,11.0,16480.0,16480.0,0.1535,269.0,29.0,0.9026845637583892,0.4135454079014879,0.9645142524723677,0.8522050059594756,16480.0
St. Andrews University,NC,34.74563,-79.478567,32.0,26648.0,26648.0,0.3151,200.0,14.0,0.9345794392523364,0.6403283735248846,0.8237347294938918,0.6781883194278904,26648.0
Southeastern Baptist Theological Seminary,NC,35.981858,-78.513755,21.0,9394.0,9394.0,0.5,,,,0.13596716264751155,0.5386852821407795,,9394.0
Wake Forest University,NC,36.133609,-80.277446,12.0,53322.0,53322.0,0.8864,729.0,41.0,0.9467532467532468,0.9651103129810159,0.04130308318789994,0.534564958283671,53322.0
Warren Wilson College,NC,35.610328,-82.442619,21.0,36280.0,36280.0,0.5234,168.0,19.0,0.8983957219251337,0.8091328886608518,0.5031995346131471,0.8671036948748511,36280.0
Wingate University,NC,34.986064,-80.44305,21.0,33166.0,33166.0,0.5137,411.0,13.0,0.9693396226415094,0.7629553617239611,0.5189063408958697,0.1799761620977354,33166.0
Carolina Christian College,NC,36.146167999999996,-80.256252,12.0,8800.0,8800.0,1.0,11.0,7.0,0.6111111111111112,0.12365315546434069,0.0005817335660267597,0.9880810488676997,8800.0
Winston-Salem State University,NC,36.089554,-80.225033,12.0,5904.0,16151.0,0.4809,1063.0,31.0,0.9716636197440585,0.18778860954335558,0.5724258289703316,0.1501787842669845,11027.5
Western Carolina University,NC,35.308979,-83.186258,32.0,3926.0,7926.0,0.6155,1972.0,71.0,0.9652471855115027,0.05233453052847614,0.33856893542757416,0.2467222884386174,5926.0
Rasmussen College-North Dakota,ND,46.848362,-96.848937,12.0,10935.0,10935.0,0.4375,6837.0,446.0,0.9387614993821227,0.18111852231913803,0.6503781268179174,0.636471990464839,10935.0
Bismarck State College,ND,46.821459000000004,-100.81653399999999,13.0,3992.0,5588.0,0.4906,796.0,25.0,0.9695493300852619,0.02668034889687019,0.5538103548574753,0.1769964243146603,4790.0
Dickinson State University,ND,46.882917,-102.799679,33.0,6768.0,9546.0,0.3439,306.0,10.0,0.9683544303797469,0.10877373011800924,0.7865037812681792,0.19606674612634087,8157.0
Nueta Hidatsa Sahnish College,ND,47.983311,-102.472814,43.0,3870.0,3870.0,0.0,,,,0.008209338122113904,1.0,,3870.0
University of Jamestown,ND,46.914302,-98.69841600000001,33.0,21976.0,21976.0,0.4253,160.0,2.0,0.9876543209876543,0.5608004104669061,0.6701570680628273,0.014898688915375448,21976.0
University of Mary,ND,46.723766999999995,-100.75274,41.0,18444.0,18444.0,0.5486,401.0,7.0,0.9828431372549019,0.49512570548999485,0.4618964514252472,0.03396901072705602,18444.0
Mayville State University,ND,47.505415,-97.322554,43.0,6666.0,9399.0,0.281,158.0,3.0,0.9813664596273292,0.10672139558748076,0.8650378126817917,0.045887961859356376,8032.5
Minot State University,ND,48.246961,-101.29861,33.0,7064.0,7064.0,0.4602,445.0,19.0,0.959051724137931,0.08568496664956388,0.6119837114601513,0.3528009535160906,7064.0
University of North Dakota,ND,47.921654,-97.071738,13.0,8695.0,20759.0,0.5456,1956.0,64.0,0.9683168316831683,0.35915854284248333,0.46713205351948806,0.1966626936829559,14727.0
North Dakota State University-Main Campus,ND,46.893127,-96.800838,12.0,9414.0,13393.0,0.5759,2572.0,58.0,0.9779467680608365,0.20625962031811185,0.4147760325770797,0.07628128724672228,11403.5
Sitting Bull College,ND,46.085288,-100.674735,43.0,4010.0,4010.0,0.125,41.0,9.0,0.82,0.0107747562852745,0.9790575916230366,0.9481525625744934,4010.0
Trinity Bible College and Graduate School,ND,46.001037,-98.51790600000001,43.0,16320.0,16320.0,0.3934,50.0,5.0,0.9090909090909091,0.41097998973832733,0.7155322862129145,0.8307508939213349,16320.0
Turtle Mountain Community College,ND,48.883758,-99.75083599999999,43.0,2250.0,2250.0,0.3947,113.0,21.0,0.8432835820895522,0.002052334530528476,0.7108784176847004,0.9415971394517283,2250.0
United Tribes Technical College,ND,46.767157,-100.755131,23.0,4252.0,4252.0,0.2308,85.0,7.0,0.9239130434782609,0.017957927142124165,0.910413030831879,0.7532777115613826,4252.0
Valley City State University,ND,46.918517,-98.00389,33.0,7626.0,17166.0,0.4056,238.0,11.0,0.9558232931726908,0.24474089276552077,0.6945898778359512,0.4028605482717521,12396.0
Herzing University-Akron,OH,41.02817,-81.49310899999999,21.0,14000.0,14000.0,0.2632,2513.0,214.0,0.9215254858819215,0.3335043612108774,0.8848167539267016,0.7681764004767581,14000.0
University of Akron Main Campus,OH,41.078551000000004,-81.511679,12.0,11463.0,15500.0,0.3937,4113.0,146.0,0.965719652500587,0.3068240123140072,0.7143688190808609,0.2359952324195471,13481.5
Allegheny Wesleyan College,OH,40.86722,-80.861232,41.0,7000.0,7000.0,0.6364,6.0,0.0,1.0,0.08414571575166752,0.30599185573007565,0.0005959475566150178,7000.0
Art Academy of Cincinnati,OH,39.108805,-84.513913,11.0,33450.0,33450.0,0.6316,67.0,7.0,0.9054054054054054,0.7670600307850179,0.3158813263525305,0.8426698450536353,33450.0
Ashland University,OH,40.861755,-82.321061,31.0,21342.0,21342.0,0.6142,672.0,19.0,0.9725036179450073,0.5525910723447922,0.34089586969168123,0.13706793802145412,21342.0
Athenaeum of Ohio,OH,39.082926,-84.371927,11.0,,,,,,,,,,
Aultman College of Nursing and Health Sciences,OH,40.796186,-81.404053,13.0,18510.0,18510.0,1.0,143.0,1.0,0.9930555555555556,0.49717804002052335,0.0005817335660267597,0.0023837902264600714,18510.0
Baldwin Wallace University,OH,41.373017,-81.85114499999999,21.0,32586.0,32586.0,0.6362,798.0,30.0,0.9637681159420289,0.7526936890713186,0.3065735892961024,0.2723480333730632,32586.0
Bluffton University,OH,40.895606,-83.899439,32.0,32766.0,32766.0,0.5439,271.0,4.0,0.9854545454545455,0.7557721908671113,0.47062245491564864,0.023241954707985697,32766.0
Bowling Green State University-Main Campus,OH,41.375513,-83.640896,31.0,11105.0,19093.0,0.5606,3889.0,125.0,0.9688589935226707,0.37147255002565416,0.4432809773123909,0.18772348033373062,15099.0
Bryant & Stratton College-Parma,OH,41.404607,-81.781757,21.0,18022.0,18022.0,0.275,3966.0,341.0,0.9208265614116554,0.47922011287839916,0.8714368819080861,0.7759237187127532,18022.0
Capital University,OH,39.954875,-82.937867,21.0,35466.0,35466.0,0.5833,742.0,25.0,0.9674054758800521,0.7988712160082093,0.39965095986038396,0.21096543504171633,35466.0
Case Western Reserve University,OH,41.507419,-81.609596,11.0,49042.0,49042.0,0.8489,815.0,46.0,0.9465737514518002,0.9348383786557208,0.06922629435718441,0.5375446960667462,49042.0
Cedarville University,OH,39.749237,-83.81469200000001,31.0,30270.0,30270.0,0.7232,534.0,30.0,0.9468085106382979,0.7111339148281169,0.18324607329842932,0.533969010727056,30270.0
Central State University,OH,39.715787,-83.880186,41.0,6346.0,8346.0,0.2335,357.0,19.0,0.949468085106383,0.09235505387378143,0.9075043630017452,0.499404052443385,7346.0
The Christ College of Nursing and Health Sciences,OH,39.121821000000004,-84.509564,11.0,16203.0,16203.0,0.4483,170.0,5.0,0.9714285714285714,0.4089276552077989,0.6335078534031413,0.15554231227651966,16203.0
Cincinnati College of Mortuary Science,OH,39.206578,-84.505604,21.0,,,,72.0,2.0,0.972972972972973,,,0.13170441001191896,
University of Cincinnati-Main Campus,OH,39.131159000000004,-84.51428,11.0,11000.0,27334.0,0.6802,6497.0,219.0,0.967391304347826,0.5115443817342227,0.2385107620709715,0.21275327771156138,19167.0
University of Cincinnati-Clermont College,OH,39.080645000000004,-84.19436999999999,21.0,5316.0,12548.0,0.2686,6497.0,219.0,0.967391304347826,0.12621857362750127,0.878999418266434,0.21275327771156138,8932.0
University of Cincinnati-Blue Ash College,OH,39.234333,-84.399956,21.0,6010.0,14808.0,0.2654,6497.0,219.0,0.967391304347826,0.1672652642380708,0.8824898196625945,0.21275327771156138,10409.0
Ohio Christian University,OH,39.613155,-82.904885,32.0,20806.0,20806.0,0.2528,470.0,60.0,0.8867924528301887,0.5448948178553105,0.8906340895869692,0.8939213349225268,20806.0
Cleveland Institute of Art,OH,41.510435,-81.602416,11.0,42055.0,42055.0,0.6377,147.0,4.0,0.9735099337748344,0.8773730118009235,0.3019197207678883,0.12574493444576879,42055.0
Cleveland Institute of Music,OH,41.512444,-81.608878,11.0,41987.0,41987.0,0.75,35.0,5.0,0.875,0.8763468445356594,0.15125072716695753,0.9159713945172825,41987.0
Cleveland State University,OH,41.502280999999996,-81.674355,11.0,10457.0,14824.0,0.4526,2485.0,140.0,0.9466666666666667,0.25448948178553105,0.6242001163467132,0.5363528009535161,12640.5
Columbus College of Art and Design,OH,39.966074,-82.989479,11.0,35420.0,35420.0,0.6221,432.0,27.0,0.9411764705882353,0.7978450487429452,0.33042466550319954,0.6078665077473182,35420.0
University of Dayton,OH,39.739546999999995,-84.176113,12.0,42900.0,42900.0,0.7919,1512.0,51.0,0.9673704414587332,0.8860954335556696,0.11227457824316463,0.2133492252681764,42900.0
Defiance College,OH,41.296842,-84.357075,32.0,32700.0,32700.0,0.3856,261.0,9.0,0.9666666666666667,0.754232939969215,0.7265852239674229,0.22288438617401668,32700.0
Denison University,OH,40.071505,-82.52327199999999,23.0,51960.0,51960.0,0.8458,390.0,19.0,0.9535452322738386,0.9548486403283736,0.07097149505526469,0.43444576877234803,51960.0
Bryant & Stratton College-Cleveland,OH,41.503009000000006,-81.666136,11.0,17283.0,17283.0,0.2222,3966.0,341.0,0.9208265614116554,0.44586967675731143,0.9191390343222804,0.7759237187127532,17283.0
The University of Findlay,OH,41.053344,-83.652313,32.0,34360.0,34360.0,0.615,513.0,11.0,0.9790076335877863,0.78450487429451,0.33973240255962767,0.0631704410011919,34360.0
Franklin University,OH,39.95831,-82.990375,11.0,12649.0,12649.0,0.3,1537.0,84.0,0.9481801357186922,0.2560287326834274,0.840023269342641,0.5160905840286055,12649.0
Gods Bible School and College,OH,39.1153,-84.505703,11.0,7040.0,7040.0,0.3725,23.0,2.0,0.92,0.08517188301693177,0.7440372309482257,0.7794994040524433,7040.0
Good Samaritan College of Nursing and Health Science,OH,39.140347999999996,-84.521196,11.0,15470.0,15470.0,1.0,90.0,2.0,0.9782608695652174,0.3832734735761929,0.0005817335660267597,0.07210965435041716,15470.0
Heidelberg University,OH,41.114833000000004,-83.168387,32.0,31000.0,31000.0,0.4957,276.0,5.0,0.9822064056939501,0.7224217547460235,0.5445026178010471,0.03933253873659118,31000.0
Hiram College,OH,41.3107,-81.14398100000001,31.0,36358.0,36358.0,0.5805,323.0,14.0,0.9584569732937686,0.8101590559261159,0.40546829552065156,0.36114421930870083,36358.0
John Carroll University,OH,41.491321,-81.531338,21.0,41340.0,41340.0,0.7765,688.0,30.0,0.958217270194986,0.8701898409440739,0.12681791739383363,0.3635280095351609,41340.0
Hondros College of Nursing,OH,40.084407,-82.901039,21.0,18270.0,18270.0,0.3061,969.0,26.0,0.9738693467336683,0.48691636736788096,0.8324607329842932,0.12097735399284863,18270.0
Kent State University at Ashtabula,OH,41.888296000000004,-80.830377,32.0,5834.0,14332.0,0.2533,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.8900523560209425,0.34505363528009536,10083.0
Kent State University at East Liverpool,OH,40.616966,-80.576702,31.0,5834.0,14332.0,0.3182,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.8179173938336242,0.34505363528009536,10083.0
Kent State University at Stark,OH,40.868567999999996,-81.43731,21.0,5834.0,14332.0,0.3818,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.7306573589296103,0.34505363528009536,10083.0
Kent State University at Trumbull,OH,41.278748,-80.836233,21.0,5834.0,14332.0,0.2852,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.8615474112856312,0.34505363528009536,10083.0
Kent State University at Tuscarawas,OH,40.467736,-81.40770699999999,32.0,5834.0,14332.0,0.3709,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.7452006980802792,0.34505363528009536,10083.0
Kent State University at Salem,OH,40.86408,-80.835458,41.0,5834.0,14332.0,0.3186,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.8173356602675974,0.34505363528009536,10083.0
Kent State University at Kent,OH,41.146653,-81.34253299999999,21.0,10312.0,19014.0,0.5966,7039.0,297.0,0.9595147219193021,0.3560800410466906,0.37056428155904597,0.34505363528009536,14663.0
Kent State University at Geauga,OH,41.483727,-81.143085,41.0,5834.0,14332.0,0.4163,7039.0,297.0,0.9595147219193021,0.15443817342226782,0.6835369400814427,0.34505363528009536,10083.0
Kenyon College,OH,40.374408,-82.397977,32.0,55930.0,55930.0,0.87,205.0,23.0,0.8991228070175439,0.9933299127757824,0.051192553810354854,0.863528009535161,55930.0
Kettering College,OH,39.695052000000004,-84.192006,13.0,12960.0,12960.0,0.3457,179.0,7.0,0.9623655913978495,0.27398665982555154,0.7847585805700988,0.300953516090584,12960.0
Lake Erie College,OH,41.717841,-81.251817,21.0,31422.0,31422.0,0.4945,199.0,9.0,0.9567307692307693,0.728578758337609,0.5456660849331006,0.3879618593563766,31422.0
Lourdes University,OH,41.710009,-83.706108,21.0,22480.0,22480.0,0.3425,448.0,20.0,0.9572649572649573,0.573114417650077,0.7882489819662595,0.37961859356376637,22480.0
Malone University,OH,40.825662,-81.376863,13.0,30860.0,30860.0,0.5710000000000001,492.0,18.0,0.9647058823529412,0.7188301693175988,0.42524723676556136,0.2550655542312277,30860.0
Marietta College,OH,39.41668,-81.45004499999999,31.0,36040.0,36040.0,0.5612,291.0,12.0,0.9603960396039604,0.8050282195997948,0.44269924374636416,0.3301549463647199,36040.0
Mercy College of Ohio,OH,41.658319,-83.552538,11.0,15240.0,15240.0,0.5682,468.0,10.0,0.9790794979079498,0.37814263724987174,0.4304828388598022,0.06257449344457688,15240.0
Miami University-Hamilton,OH,39.377448,-84.563385,21.0,5880.0,16472.0,0.2788,3593.0,139.0,0.9627545551982851,0.19753719856336582,0.8673647469458988,0.2902264600715137,11176.0
